period_end,entity_id,client_group_id,external_ar_eom
2024-11-30,HEM,CG02,2994858780.861201
2024-11-30,HEM,CG03,1916999289.0320203
2024-11-30,HEM,CG04,1409003527.2857444
2024-11-30,HEM,CG05,1258512066.4970214
2024-11-30,HEM,CG06,1189619617.9610705
2024-11-30,HEM,CG07,1044655967.5215595
2024-11-30,HEM,CG08,723116500.5848325
2024-12-31,HEM,CG01,4911336176.770605
2024-12-31,HEM,CG02,3545128576.4845467
2024-12-31,HEM,CG03,2067192411.0814729
2024-12-31,HEM,CG04,1886624717.381169
2024-12-31,HEM,CG05,1244841751.658848
2024-12-31,HEM,CG06,1400465292.2342577
2024-12-31,HEM,CG07,1058315832.7168976
2024-12-31,HEM,CG08,748088316.1477942
2025-01-31,HEM,CG01,5344991500.820485
2025-01-31,HEM,CG02,3082260909.906725
2025-01-31,HEM,CG03,2153657715.7486715
2025-01-31,HEM,CG04,1556201615.2965224
2025-01-31,HEM,CG05,1333418491.6223996
2025-01-31,HEM,CG06,1098791461.6765296
2025-01-31,HEM,CG07,809329382.193936
2025-01-31,HEM,CG08,711665059.3142294
2025-02-28,HEM,CG01,5776507893.004977
2025-02-28,HEM,CG02,3365316271.055432
2025-02-28,HEM,CG03,2428987455.0592036
2025-02-28,HEM,CG04,1655764049.8635511
2025-02-28,HEM,CG05,1384037840.438445
2025-02-28,HEM,CG06,1051546139.6721665
2025-02-28,HEM,CG07,950916615.1927487
2025-02-28,HEM,CG08,738439052.1651256
2025-03-31,HEM,CG01,4931982513.634306
2025-03-31,HEM,CG02,2734497129.054371
2025-03-31,HEM,CG03,2231682489.6164536
2025-03-31,HEM,CG04,1572948191.5598207
2025-03-31,HEM,CG05,1222148905.053365
2025-03-31,HEM,CG06,1102160488.3080235
2025-03-31,HEM,CG07,891077803.8991243
2025-03-31,HEM,CG08,776539209.504943
2025-04-30,HEM,CG01,5087174915.939814
2025-04-30,HEM,CG02,2943965847.939992
2025-04-30,HEM,CG03,2002556416.259889
2025-04-30,HEM,CG04,1541010072.9930823
2025-04-30,HEM,CG05,1149969306.1921287
2025-04-30,HEM,CG06,1016642928.8044654
2025-04-30,HEM,CG07,816363014.8786385
2025-04-30,HEM,CG08,863557631.5234125
2025-05-31,HEM,CG01,5650047255.348565
2025-05-31,HEM,CG02,3610884207.7377987
2025-05-31,HEM,CG03,2301429499.7173195
2025-05-31,HEM,CG04,2183586466.7228737
2025-05-31,HEM,CG05,1309970752.0951812
2025-05-31,HEM,CG06,1202843521.2561002
2025-05-31,HEM,CG07,965362083.6399956
2025-05-31,HEM,CG08,868987209.8623259
2025-06-30,HEM,CG01,5242907924.088384
2025-06-30,HEM,CG02,3513134866.8338556
2025-06-30,HEM,CG03,2375690625.9765058
2025-06-30,HEM,CG04,1702115170.0442092
2025-06-30,HEM,CG05,1205312688.025594
2025-06-30,HEM,CG06,1208651710.220684
2025-06-30,HEM,CG07,981045469.8128182
2025-06-30,HEM,CG08,778242557.6367004
2025-07-31,HEM,CG01,6200286022.2904
2025-07-31,HEM,CG02,2679791956.139727
2025-07-31,HEM,CG03,1828790151.7449985
2025-07-31,HEM,CG04,1422298285.7943096
2025-07-31,HEM,CG05,1216940433.2300656
2025-07-31,HEM,CG06,1128854494.1677105
2025-07-31,HEM,CG07,968335395.3077058
2025-07-31,HEM,CG08,816259520.1197811
2025-08-31,HEM,CG01,5094211559.81111
2025-08-31,HEM,CG02,2528383295.3381524
2025-08-31,HEM,CG03,2021786837.1108217
2025-08-31,HEM,CG04,1398245322.1064818
2025-08-31,HEM,CG05,1085258688.9970417
2025-08-31,HEM,CG06,1192357234.7567923
2025-08-31,HEM,CG07,987325858.7780602
2025-08-31,HEM,CG08,844944902.2723663
2025-09-30,HEM,CG01,5496858946.499378
2025-09-30,HEM,CG02,2363775536.4484534
2025-09-30,HEM,CG03,2424129380.141196
2025-09-30,HEM,CG04,1622181219.7992773
2025-09-30,HEM,CG05,1355125843.2300143
2025-09-30,HEM,CG06,1158166101.6711338
2025-09-30,HEM,CG07,861970583.4822464
2025-09-30,HEM,CG08,677584642.7188169
2025-10-31,HEM,CG01,5186730801.343797
2025-10-31,HEM,CG02,2952103317.6650424
2025-10-31,HEM,CG03,1854043844.7025342
2025-10-31,HEM,CG04,1383665876.75307
2025-10-31,HEM,CG05,1138581541.2352276
2025-10-31,HEM,CG06,1035557208.5964992
2025-10-31,HEM,CG07,795132533.1625175
2025-10-31,HEM,CG08,658007818.6544057
2025-11-30,HEM,CG01,4923552429.866953
2025-11-30,HEM,CG02,2421645227.8893657
2025-11-30,HEM,CG03,2110902143.7228718
2025-11-30,HEM,CG04,1686929727.355083
2025-11-30,HEM,CG05,1061497762.3199564
2025-11-30,HEM,CG06,1045772140.6132407
2025-11-30,HEM,CG07,1009064577.2677641
2025-11-30,HEM,CG08,730823832.0406406
2025-12-31,HEM,CG01,5519917819.377921
2025-12-31,HEM,CG02,2696180025.875256
2025-12-31,HEM,CG03,2402200590.2706766
2025-12-31,HEM,CG04,1611475273.3409054
2025-12-31,HEM,CG05,1193772649.078908
2025-12-31,HEM,CG06,1133519296.524219
2025-12-31,HEM,CG07,956824492.8001533
2025-12-31,HEM,CG08,851468937.2515743
2026-01-31,HEM,CG01,4971461211.179206
2026-01-31,HEM,CG02,2767839221.163846
2026-01-31,HEM,CG03,2318613412.3026094
2026-01-31,HEM,CG04,1388589839.6866374
2026-01-31,HEM,CG05,1363642815.800736
2026-01-31,HEM,CG06,1133549813.9418256
2026-01-31,HEM,CG07,806070441.8205504
2026-01-31,HEM,CG08,867074686.9043354
2026-02-28,HEM,CG01,6226243987.942227
2026-02-28,HEM,CG02,3637602368.372941
2026-02-28,HEM,CG03,2497071634.4467597
2026-02-28,HEM,CG04,1474683249.5626373
2026-02-28,HEM,CG05,1153909796.9449482
2026-02-28,HEM,CG06,1269545439.2179935
2026-02-28,HEM,CG07,998298935.0161613
2026-02-28,HEM,CG08,803389703.3317873
2026-03-31,HEM,CG01,5387048680.024194
2026-03-31,HEM,CG02,2439807187.632846
2026-03-31,HEM,CG03,2120505597.9742463
2026-03-31,HEM,CG04,1825271287.1391637
2026-03-31,HEM,CG05,1132246942.7545624
2026-03-31,HEM,CG06,1206632505.0429895
2026-03-31,HEM,CG07,905376691.4591287
2026-03-31,HEM,CG08,836192476.8700839
2022-04-30,EMIC,CG01,4028032683.0844307
2022-04-30,EMIC,CG02,2301180572.4381247
2022-04-30,EMIC,CG03,1451710434.1971414
2022-04-30,EMIC,CG04,1302398816.8545506
2022-04-30,EMIC,CG05,857571095.6979306
2022-04-30,EMIC,CG06,841613904.5711093
2022-04-30,EMIC,CG07,721292250.2302539
2022-04-30,EMIC,CG08,614370584.2893224
2022-05-31,EMIC,CG01,3309864328.233835
2022-05-31,EMIC,CG02,1758898126.3935506
2022-05-31,EMIC,CG03,1719478795.4150364
2022-05-31,EMIC,CG04,1150646804.3185523
2022-05-31,EMIC,CG05,1007594987.6905462
2022-05-31,EMIC,CG06,787220458.3498431
2022-05-31,EMIC,CG07,582551390.5669096
2022-05-31,EMIC,CG08,619396573.6023052
2022-06-30,EMIC,CG01,3608495852.9354515
2022-06-30,EMIC,CG02,1835581447.3665261
2022-06-30,EMIC,CG03,1777514036.7682865
2022-06-30,EMIC,CG04,994786640.3497988
2022-06-30,EMIC,CG05,842857595.3527143
2022-06-30,EMIC,CG06,771455961.5528599
2022-06-30,EMIC,CG07,582765888.8293062
2022-06-30,EMIC,CG08,563201393.8210282
2022-07-31,EMIC,CG01,3653103715.9267626
2022-07-31,EMIC,CG02,2246237011.6813664
2022-07-31,EMIC,CG03,1218575595.2989416
2022-07-31,EMIC,CG04,1195800250.9961133
2022-07-31,EMIC,CG05,930314959.0256501
2022-07-31,EMIC,CG06,771550585.7528324
2022-07-31,EMIC,CG07,798179323.4695879
2022-07-31,EMIC,CG08,580654453.0409579
2022-08-31,EMIC,CG01,3390549838.8947616
2022-08-31,EMIC,CG02,1602039980.279441
2022-08-31,EMIC,CG03,1367013354.8983886
2022-08-31,EMIC,CG04,1206902689.2925973
2022-08-31,EMIC,CG05,695005241.5839739
2022-08-31,EMIC,CG06,711690963.6358931
2022-08-31,EMIC,CG07,634239842.7692012
2022-08-31,EMIC,CG08,646532612.4449631
2022-09-30,EMIC,CG01,3485931745.176405
2022-09-30,EMIC,CG02,2347421854.9978175
2022-09-30,EMIC,CG03,1495483355.6790118
2022-09-30,EMIC,CG04,1270043403.092237
2022-09-30,EMIC,CG05,797493066.2653011
2022-09-30,EMIC,CG06,894211408.5170976
2022-09-30,EMIC,CG07,664066648.0061573
2022-09-30,EMIC,CG08,517489586.24200606
2022-10-31,EMIC,CG01,3613926627.331154
2022-10-31,EMIC,CG02,1880115684.018912
2022-10-31,EMIC,CG03,1623647185.2776656
2022-10-31,EMIC,CG04,1034811637.5702753
2022-10-31,EMIC,CG05,933637278.1583276
2022-10-31,EMIC,CG06,803229067.1661017
2022-10-31,EMIC,CG07,655308430.0446312
2022-10-31,EMIC,CG08,525186492.397513
2022-11-30,EMIC,CG01,3779032220.437961
2022-11-30,EMIC,CG02,2430257595.5963078
2022-11-30,EMIC,CG03,1714312771.383136
2022-11-30,EMIC,CG04,1228602549.5756888
2022-11-30,EMIC,CG05,1172054969.166778
2022-11-30,EMIC,CG06,823976098.5936469
2022-11-30,EMIC,CG07,704162074.2157779
2022-11-30,EMIC,CG08,599079457.5768012
2022-12-31,EMIC,CG01,3225809042.4874268
2022-12-31,EMIC,CG02,1802694172.0834143
2022-12-31,EMIC,CG03,1572491833.177857
2022-12-31,EMIC,CG04,1036518623.4074664
2022-12-31,EMIC,CG05,855578593.803756
2022-12-31,EMIC,CG06,818724827.844782
2022-12-31,EMIC,CG07,687567153.7735839
2022-12-31,EMIC,CG08,518916169.80178654
2023-01-31,EMIC,CG01,3825976801.919876
2023-01-31,EMIC,CG02,2082267436.4881523
2023-01-31,EMIC,CG03,1261755279.2742722
2023-01-31,EMIC,CG04,1040096933.1316266
2023-01-31,EMIC,CG05,873194134.731953
2023-01-31,EMIC,CG06,810141852.4228607
2023-01-31,EMIC,CG07,702864257.3739471
2023-01-31,EMIC,CG08,552102254.1794711
2023-02-28,EMIC,CG01,3682494076.2962785
2023-02-28,EMIC,CG02,1919509959.5090358
2023-02-28,EMIC,CG03,1559000154.8550768
2023-02-28,EMIC,CG04,1145617242.8067977
2023-02-28,EMIC,CG05,911584255.8282639
2023-02-28,EMIC,CG06,649488476.0448602
2023-02-28,EMIC,CG07,658797385.5399877
2023-02-28,EMIC,CG08,574936257.4922862
2023-03-31,EMIC,CG01,3418473678.856709
2023-03-31,EMIC,CG02,2067764229.0650039
2023-03-31,EMIC,CG03,1367980324.0017562
2023-03-31,EMIC,CG04,916987090.0279342
2023-03-31,EMIC,CG05,845738014.7514095
2023-03-31,EMIC,CG06,825301314.0264696
2023-03-31,EMIC,CG07,768088100.187432
2023-03-31,EMIC,CG08,590487473.2378327
2023-04-30,EMIC,CG01,3217472657.391539
2023-04-30,EMIC,CG02,1900434663.7809086
2023-04-30,EMIC,CG03,1466724676.1273036
2023-04-30,EMIC,CG04,1084894526.7129717
2023-04-30,EMIC,CG05,747984372.9639646
2023-04-30,EMIC,CG06,725245307.1031756
2023-04-30,EMIC,CG07,643588074.4019121
2023-04-30,EMIC,CG08,557186250.109609
2023-05-31,EMIC,CG01,3294022194.6623898
2023-05-31,EMIC,CG02,1400230404.5041642
2023-05-31,EMIC,CG03,1399891899.151413
2023-05-31,EMIC,CG04,1010269768.9122256
2023-05-31,EMIC,CG05,765980543.1488885
2023-05-31,EMIC,CG06,758687444.1319742
2023-05-31,EMIC,CG07,636130282.0001669
2023-05-31,EMIC,CG08,412654317.32007617
2023-06-30,EMIC,CG01,3259729890.9317837
2023-06-30,EMIC,CG02,2119403211.577823
2023-06-30,EMIC,CG03,1370554855.5583618
2023-06-30,EMIC,CG04,1126277292.6161058
2023-06-30,EMIC,CG05,872888962.270807
2023-06-30,EMIC,CG06,809860368.1230065
2023-06-30,EMIC,CG07,682146113.9406798
2023-06-30,EMIC,CG08,547127624.8815287
2023-07-31,EMIC,CG01,2797117493.929578
2023-07-31,EMIC,CG02,1738293112.2447057
2023-07-31,EMIC,CG03,1434653874.8615773
2023-07-31,EMIC,CG04,963219925.9392556
2023-07-31,EMIC,CG05,871779049.6446898
2023-07-31,EMIC,CG06,697875501.561339
2023-07-31,EMIC,CG07,555978036.377437
2023-07-31,EMIC,CG08,498540172.0578885
2023-08-31,EMIC,CG01,3711945886.262977
2023-08-31,EMIC,CG02,2402127940.147603
2023-08-31,EMIC,CG03,1467664844.032093
2023-08-31,EMIC,CG04,1115227646.9196112
2023-08-31,EMIC,CG05,937085714.4657335
2023-08-31,EMIC,CG06,784595923.4611092
2023-08-31,EMIC,CG07,640343555.0728749
2023-08-31,EMIC,CG08,474713230.98260564
2023-09-30,EMIC,CG01,3092245992.897145
2023-09-30,EMIC,CG02,1612162712.1309485
2023-09-30,EMIC,CG03,1394994499.3021095
2023-09-30,EMIC,CG04,969207644.6215858
2023-09-30,EMIC,CG05,916608235.7871923
2023-09-30,EMIC,CG06,803343589.6794338
2023-09-30,EMIC,CG07,590826765.1566079
2023-09-30,EMIC,CG08,527195218.22984755
2023-10-31,EMIC,CG01,3065286439.354492
2023-10-31,EMIC,CG02,1886262515.7428906
2023-10-31,EMIC,CG03,1527187131.2850425
2023-10-31,EMIC,CG04,935862511.592579
2023-10-31,EMIC,CG05,890971817.2158949
2023-10-31,EMIC,CG06,598485009.6809313
2023-10-31,EMIC,CG07,529195125.8289408
2023-10-31,EMIC,CG08,539615692.0384413
2023-11-30,EMIC,CG01,4042112209.221198
2023-11-30,EMIC,CG02,2158031347.367351
2023-11-30,EMIC,CG03,1315320393.5748215
2023-11-30,EMIC,CG04,960307963.0783124
2023-11-30,EMIC,CG05,975472324.1975157
2023-11-30,EMIC,CG06,812462227.9629107
2023-11-30,EMIC,CG07,642387761.7244056
2023-11-30,EMIC,CG08,605825568.1849083
2023-12-31,EMIC,CG01,3913135550.482563
2023-12-31,EMIC,CG02,2038671439.1663773
2023-12-31,EMIC,CG03,1756418569.6234574
2023-12-31,EMIC,CG04,1118225429.3093917
2023-12-31,EMIC,CG05,883556383.9367639
2023-12-31,EMIC,CG06,865375883.075544
2023-12-31,EMIC,CG07,604804726.5118438
2023-12-31,EMIC,CG08,715899757.8577296
2024-01-31,EMIC,CG01,3759625486.1322255
2024-01-31,EMIC,CG02,2144179446.889225
2024-01-31,EMIC,CG03,1881925129.4341922
2024-01-31,EMIC,CG04,1221475933.4226477
2024-01-31,EMIC,CG05,760099331.3555017
2024-01-31,EMIC,CG06,903436511.1668605
2024-01-31,EMIC,CG07,655919625.5295298
2024-01-31,EMIC,CG08,571954514.642791
2024-02-29,EMIC,CG01,3502710820.5285654
2024-02-29,EMIC,CG02,1749858302.2504184
2024-02-29,EMIC,CG03,1470412915.4016273
2024-02-29,EMIC,CG04,1010335668.9843812
2024-02-29,EMIC,CG05,992045167.4702551
2024-02-29,EMIC,CG06,872206652.5873947
2024-02-29,EMIC,CG07,626829191.2642871
2024-02-29,EMIC,CG08,523265709.44218045
2024-03-31,EMIC,CG01,3874462551.4150343
2024-03-31,EMIC,CG02,1897802702.9682746
2024-03-31,EMIC,CG03,1461963369.9520326
2024-03-31,EMIC,CG04,1196879018.688256
2024-03-31,EMIC,CG05,825206758.9753939
2024-03-31,EMIC,CG06,760254204.5652087
2024-03-31,EMIC,CG07,550679997.8245747
2024-03-31,EMIC,CG08,583481917.7294111
2024-04-30,EMIC,CG01,4181264497.191632
2024-04-30,EMIC,CG02,2514424135.3065214
2024-04-30,EMIC,CG03,1561878818.2212782
2024-04-30,EMIC,CG04,1247548024.302
2024-04-30,EMIC,CG05,883039077.8150237
2024-04-30,EMIC,CG06,833691080.4614778
2024-04-30,EMIC,CG07,787715440.1719503
2024-04-30,EMIC,CG08,615577721.0896063
2024-05-31,EMIC,CG01,2869429016.1164107
2024-05-31,EMIC,CG02,1601763029.821308
2024-05-31,EMIC,CG03,1516494355.1641884
2024-05-31,EMIC,CG04,1245560054.5698793
2024-05-31,EMIC,CG05,938511129.6266493
2024-05-31,EMIC,CG06,585700244.7614737
2024-05-31,EMIC,CG07,707514605.3352627
2024-05-31,EMIC,CG08,564574875.0518787
2024-06-30,EMIC,CG01,3180861711.8034062
2024-06-30,EMIC,CG02,2047324598.447112
2024-06-30,EMIC,CG03,1514135650.1095998
2024-06-30,EMIC,CG04,890905098.7779424
2024-06-30,EMIC,CG05,870166165.2405314
2024-06-30,EMIC,CG06,564189643.6815262
2024-06-30,EMIC,CG07,601355391.2589903
2024-06-30,EMIC,CG08,570876251.4169074
2024-07-31,EMIC,CG01,3380732758.665648
2024-07-31,EMIC,CG02,2179530763.977244
2024-07-31,EMIC,CG03,1708486039.2072468
2024-07-31,EMIC,CG04,1257629801.0272434
2024-07-31,EMIC,CG05,967345648.7134554
2024-07-31,EMIC,CG06,862542244.6746845
2024-07-31,EMIC,CG07,716073118.4018782
2024-07-31,EMIC,CG08,570742238.8875469
2024-08-31,EMIC,CG01,3486185482.9623475
2024-08-31,EMIC,CG02,1765115498.0824087
2024-08-31,EMIC,CG03,1413026886.2808764
2024-08-31,EMIC,CG04,1084438739.2117405
2024-08-31,EMIC,CG05,914282281.8174585
2024-08-31,EMIC,CG06,893683393.1674498
2024-08-31,EMIC,CG07,666746879.1104782
2024-08-31,EMIC,CG08,613943905.0225028
2024-09-30,EMIC,CG01,3660127255.3291345
2024-09-30,EMIC,CG02,2232938327.788081
2024-09-30,EMIC,CG03,1599325261.7313046
2024-09-30,EMIC,CG04,1325697154.052847
2024-09-30,EMIC,CG05,996271896.1439339
2024-09-30,EMIC,CG06,722047986.9677242
2024-09-30,EMIC,CG07,713881432.1727213
2024-09-30,EMIC,CG08,681932688.6499584
2024-10-31,EMIC,CG01,3680505110.2800393
2024-10-31,EMIC,CG02,2089735934.9986181
2024-10-31,EMIC,CG03,1381452104.059022
2024-10-31,EMIC,CG04,1157092549.9112866
2024-10-31,EMIC,CG05,757941655.4626484
2024-10-31,EMIC,CG06,722397995.5749594
2024-10-31,EMIC,CG07,731576022.8041241
2024-10-31,EMIC,CG08,570072235.0324349
2024-11-30,EMIC,CG01,3657178178.134805
2024-11-30,EMIC,CG02,1957410043.292876
2024-11-30,EMIC,CG03,1533560532.5953634
2024-11-30,EMIC,CG04,1165881802.1302135
2024-11-30,EMIC,CG05,811558772.960608
2024-11-30,EMIC,CG06,768906013.6668286
2024-11-30,EMIC,CG07,635916818.1858333
2024-11-30,EMIC,CG08,460277702.80886716
2024-12-31,EMIC,CG01,3923227192.2443237
2024-12-31,EMIC,CG02,1981047481.859734
2024-12-31,EMIC,CG03,1287347034.087011
2024-12-31,EMIC,CG04,896560540.2319645
2024-12-31,EMIC,CG05,838337119.0048915
2024-12-31,EMIC,CG06,857685164.7332122
2024-12-31,EMIC,CG07,624009502.4525876
2024-12-31,EMIC,CG08,599162782.8393319
2025-01-31,EMIC,CG01,3788031622.7097573
2025-01-31,EMIC,CG02,1763071919.3822675
2025-01-31,EMIC,CG03,1731059843.8042743
2025-01-31,EMIC,CG04,1092622104.501564
2025-01-31,EMIC,CG05,982445647.259473
2025-01-31,EMIC,CG06,726911458.3785437
2025-01-31,EMIC,CG07,690300520.5080316
2025-01-31,EMIC,CG08,585139561.1990658
2025-02-28,EMIC,CG01,3670327271.3767033
2025-02-28,EMIC,CG02,1931424971.0472324
2025-02-28,EMIC,CG03,1443161813.848618
2025-02-28,EMIC,CG04,1279366414.1154306
2025-02-28,EMIC,CG05,974412438.8183237
2025-02-28,EMIC,CG06,712953288.1608118
2025-02-28,EMIC,CG07,699027119.2360517
2025-02-28,EMIC,CG08,510254737.66714704
2025-03-31,EMIC,CG01,3690170330.535705
2025-03-31,EMIC,CG02,1560655288.0826192
2025-03-31,EMIC,CG03,1598800248.8357074
2025-03-31,EMIC,CG04,1018718736.6212077
2025-03-31,EMIC,CG05,818417711.9195354
2025-03-31,EMIC,CG06,761569154.5622275
2025-03-31,EMIC,CG07,663524678.2553554
2025-03-31,EMIC,CG08,479383905.37247235
2025-04-30,EMIC,CG01,3724323762.628584
2025-04-30,EMIC,CG02,1811262780.3239298
2025-04-30,EMIC,CG03,1583757298.0084589
2025-04-30,EMIC,CG04,1309762646.864963
2025-04-30,EMIC,CG05,1074998174.6981282
2025-04-30,EMIC,CG06,863350056.2472259
2025-04-30,EMIC,CG07,608291511.7958437
2025-04-30,EMIC,CG08,603631852.1405525
2025-05-31,EMIC,CG01,3975203733.317854
2025-05-31,EMIC,CG02,2248403529.448775
2025-05-31,EMIC,CG03,1680381932.7262228
2025-05-31,EMIC,CG04,1149812895.6527333
2025-05-31,EMIC,CG05,870190868.7588556
2025-05-31,EMIC,CG06,656866600.2388834
2025-05-31,EMIC,CG07,718522193.642125
2025-05-31,EMIC,CG08,589874162.544127
2025-06-30,EMIC,CG01,3165354752.2976117
2025-06-30,EMIC,CG02,2188014553.5156507
2025-06-30,EMIC,CG03,1927126467.9244263
2025-06-30,EMIC,CG04,1150866916.6587741
2025-06-30,EMIC,CG05,907893610.0207624
2025-06-30,EMIC,CG06,824035711.9396139
2025-06-30,EMIC,CG07,824389768.1969533
2025-06-30,EMIC,CG08,512508703.68389463
2025-07-31,EMIC,CG01,3303952102.065365
2025-07-31,EMIC,CG02,1909509009.0153556
2025-07-31,EMIC,CG03,1563323166.958275
2025-07-31,EMIC,CG04,1273424473.0668457
2025-07-31,EMIC,CG05,1059468910.323345
2025-07-31,EMIC,CG06,820761313.9440092
2025-07-31,EMIC,CG07,647977300.0033057
2025-07-31,EMIC,CG08,700982913.3125454
2025-08-31,EMIC,CG01,3280302539.3618736
2025-08-31,EMIC,CG02,1609592594.80944
2025-08-31,EMIC,CG03,1734556745.2305994
2025-08-31,EMIC,CG04,1192454213.6720269
2025-08-31,EMIC,CG05,1080038874.8699064
2025-08-31,EMIC,CG06,655284325.2579457
2025-08-31,EMIC,CG07,747430969.444493
2025-08-31,EMIC,CG08,547406393.7570852
2025-09-30,EMIC,CG01,3088888214.67792
2025-09-30,EMIC,CG02,2385686799.109002
2025-09-30,EMIC,CG03,1745257035.4212968
2025-09-30,EMIC,CG04,1151216490.4596765
2025-09-30,EMIC,CG05,984215929.1108462
2025-09-30,EMIC,CG06,747070841.5901314
2025-09-30,EMIC,CG07,653248025.7109488
2025-09-30,EMIC,CG08,551076230.6793839
2025-10-31,EMIC,CG01,3503651698.46016
2025-10-31,EMIC,CG02,2030650780.2212381
2025-10-31,EMIC,CG03,1312257354.9165735
2025-10-31,EMIC,CG04,1043123539.0019591
2025-10-31,EMIC,CG05,785005385.3586073
2025-10-31,EMIC,CG06,728780249.9965605
2025-10-31,EMIC,CG07,566857537.4162868
2025-10-31,EMIC,CG08,459486241.239433
2025-11-30,EMIC,CG01,3718104376.797481
2025-11-30,EMIC,CG02,2530506890.428701
2025-11-30,EMIC,CG03,1644708621.1703238
2025-11-30,EMIC,CG04,1061083104.6538583
2025-11-30,EMIC,CG05,1050281660.6894511
2025-11-30,EMIC,CG06,870198547.5852342
2025-11-30,EMIC,CG07,752625178.7520028
2025-11-30,EMIC,CG08,654301269.2900326
2025-12-31,EMIC,CG01,3395202096.513163
2025-12-31,EMIC,CG02,1901251727.6074355
2025-12-31,EMIC,CG03,1310347919.103417
2025-12-31,EMIC,CG04,1046348858.4178572
2025-12-31,EMIC,CG05,974635035.893346
2025-12-31,EMIC,CG06,770127700.285901
2025-12-31,EMIC,CG07,558010950.0366633
2025-12-31,EMIC,CG08,453736948.63744146
2026-01-31,EMIC,CG01,3816131309.8085637
2026-01-31,EMIC,CG02,2025900209.4061902
2026-01-31,EMIC,CG03,1638612736.9216924
2026-01-31,EMIC,CG04,1025629405.8642558
2026-01-31,EMIC,CG05,1099733460.140777
2026-01-31,EMIC,CG06,809276809.0915185
2026-01-31,EMIC,CG07,820778759.0373743
2026-01-31,EMIC,CG08,604812967.4672569
2026-02-28,EMIC,CG01,3906875194.209352
2026-02-28,EMIC,CG02,2325432606.7447762
2026-02-28,EMIC,CG03,1786315702.82366
2026-02-28,EMIC,CG04,1264536065.6726995
2026-02-28,EMIC,CG05,985407348.4391255
2026-02-28,EMIC,CG06,813838076.7201436
2026-02-28,EMIC,CG07,851007290.2094101
2026-02-28,EMIC,CG08,541193216.7757869
2026-03-31,EMIC,CG01,3561057295.160418
2026-03-31,EMIC,CG02,2080610253.2259321
2026-03-31,EMIC,CG03,1488836073.263933
2026-03-31,EMIC,CG04,1146150185.7381182
2026-03-31,EMIC,CG05,873931946.6061244
2026-03-31,EMIC,CG06,654775452.5308751
2026-03-31,EMIC,CG07,667342649.3775269
2026-03-31,EMIC,CG08,494442053.8479112
2022-04-30,CFT,CG01,8635471795.000153
2022-04-30,CFT,CG02,5025652149.561953
2022-04-30,CFT,CG03,3923306823.3229823
2022-04-30,CFT,CG04,2813136435.9897656
2022-04-30,CFT,CG05,1718130871.433345
2022-04-30,CFT,CG06,1609877147.5037076
2022-04-30,CFT,CG07,1912516624.6418028
2022-04-30,CFT,CG08,1191682425.6518722
2022-05-31,CFT,CG01,8952328192.112745
2022-05-31,CFT,CG02,5450200031.466481
2022-05-31,CFT,CG03,3939220348.983451
2022-05-31,CFT,CG04,3172640037.375817
2022-05-31,CFT,CG05,2436033525.305488
2022-05-31,CFT,CG06,2008503919.2793617
2022-05-31,CFT,CG07,1613093118.4207025
2022-05-31,CFT,CG08,1542196874.3382819
2022-06-30,CFT,CG01,9136736795.733051
2022-06-30,CFT,CG02,6223242094.785638
2022-06-30,CFT,CG03,4351030533.4292
2022-06-30,CFT,CG04,2934874777.4052367
2022-06-30,CFT,CG05,2171790009.594964
2022-06-30,CFT,CG06,1545119293.3243175
2022-06-30,CFT,CG07,1425667633.7232783
2022-06-30,CFT,CG08,1544714937.483668
2022-07-31,CFT,CG01,8332945122.898396
2022-07-31,CFT,CG02,4956199906.81175
2022-07-31,CFT,CG03,3503457139.649339
2022-07-31,CFT,CG04,2456349997.9073753
2022-07-31,CFT,CG05,2228553403.054853
2022-07-31,CFT,CG06,1785147757.9473815
2022-07-31,CFT,CG07,1555410883.6789374
2022-07-31,CFT,CG08,1290551948.2208145
2022-08-31,CFT,CG01,9349214809.138092
2022-08-31,CFT,CG02,5287766159.865277
2022-08-31,CFT,CG03,4437453857.850019
2022-08-31,CFT,CG04,2948574913.8672905
2022-08-31,CFT,CG05,2326265955.0753365
2022-08-31,CFT,CG06,2192242027.7502375
2022-08-31,CFT,CG07,1914553069.0481062
2022-08-31,CFT,CG08,1473534623.4394596
2022-09-30,CFT,CG01,8633188223.827818
2022-09-30,CFT,CG02,4814607509.398857
2022-09-30,CFT,CG03,4412492758.773521
2022-09-30,CFT,CG04,3056896114.4636207
2022-09-30,CFT,CG05,2447941672.09899
2022-09-30,CFT,CG06,2106211070.0717778
2022-09-30,CFT,CG07,1764118914.689436
2022-09-30,CFT,CG08,1565246592.6552336
2022-10-31,CFT,CG01,10653605772.548306
2022-10-31,CFT,CG02,5436840412.2009
2022-10-31,CFT,CG03,4864185085.02941
2022-10-31,CFT,CG04,3120924717.162565
2022-10-31,CFT,CG05,2595334464.8085966
2022-10-31,CFT,CG06,2196101277.47754
2022-10-31,CFT,CG07,1875950106.5942433
2022-10-31,CFT,CG08,1413361281.780627
2022-11-30,CFT,CG01,12401965455.148039
2022-11-30,CFT,CG02,5227318550.482568
2022-11-30,CFT,CG03,4253994074.789153
2022-11-30,CFT,CG04,2882520357.126671
2022-11-30,CFT,CG05,2295923412.966915
2022-11-30,CFT,CG06,2438191115.3920884
2022-11-30,CFT,CG07,1688461076.8900404
